# i,j,k,Xi,Yj,Zk,Bxi,Bxj,Bxk,Bmagnitude,Gradientx,Bgradienty,Bgradientz
2.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,-2.777777777777777679e+00,-1.666666666666666519e+00,2.777777777777778567e+00,-7.061338755147790576e-09,-1.150169872006694888e-09,4.760999011134401214e-09,8.593748153945796127e-09,3.132024904568142587e-09,2.658713579025503522e-09,-8.386956924946423522e-10
2.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00,-2.777777777777777679e+00,-1.666666666666666519e+00,3.888888888888889284e+00,-5.983414739492685727e-09,-1.077993637019767307e-09,3.827427465453151527e-09,7.184185634401338659e-09,1.942886728564046520e-09,1.683251553284814481e-09,-1.477103829323309698e-09
2.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,-2.777777777777777679e+00,-1.666666666666666519e+00,5.000000000000000000e+00,-4.737779302539429524e-09,-9.083438927365884497e-10,2.921091517066252625e-09,5.639540495299176731e-09,1.095132542453957292e-09,9.863307095890036326e-10,-1.544645139102161928e-09
2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,-2.777777777777777679e+00,-5.555555555555553582e-01,-5.000000000000000000e+00,1.991533248919395081e-09,9.143620169090161339e-10,-1.628092151013626060e-10,2.197446113113877510e-09,7.599496695427253811e-10,4.724735340352830877e-10,3.041224423776645920e-10
2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,-2.777777777777777679e+00,-5.555555555555553582e-01,-3.888888888888888840e+00,2.186679432898946569e-09,1.197151201064097668e-09,2.076229692292487681e-10,2.501568555491542102e-09,1.051452766565679539e-09,8.031466676168225683e-10,2.821768810017646389e-10
2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,-2.777777777777777679e+00,-5.555555555555553582e-01,-2.777777777777777679e+00,2.021556645694405760e-09,1.546661820395473142e-09,1.071766995096540523e-09,2.761799875117406788e-09,1.224531883009711144e-09,1.424796010712096723e-09,5.097961372188355677e-10
2.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,-2.777777777777777679e+00,-5.555555555555553582e-01,-1.666666666666666519e+00,8.580799063064211307e-10,1.860796606252751078e-09,2.863513306199080921e-09,3.521160829929213237e-09,7.551920811328045302e-10,2.260508012701851995e-09,1.836174069460672257e-09
2.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,-2.777777777777777679e+00,-5.555555555555553582e-01,-5.555555555555553582e-01,-2.124983783789895193e-09,1.832527441440956123e-09,5.790038666671807853e-09,6.434148014038751303e-09,1.379335499856978123e-09,2.861104893966907212e-09,3.614256418896907156e-09
2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,-2.777777777777777679e+00,-5.555555555555553582e-01,5.555555555555553582e-01,-6.324555320316759471e-09,1.145922258057989246e-09,8.616399836432737549e-09,1.074967366772302755e-08,6.550307353632065986e-09,3.488244980634205784e-09,3.143386873917716964e-09
2.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,-2.777777777777777679e+00,-5.555555555555553582e-01,1.666666666666666963e+00,-8.839065109916914353e-09,1.540071099092013330e-10,9.147079329735317846e-09,1.272092176187418523e-08,8.190793209073106519e-09,3.217365490188636052e-09,3.089888863017288374e-10
2.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,-2.777777777777777679e+00,-5.555555555555553582e-01,2.777777777777778567e+00,-8.494115389503971598e-09,-4.772522176998472338e-10,7.539610954104275890e-09,1.136765144032648522e-08,5.385654919763926691e-09,2.148054363171213832e-09,-1.952153003455830577e-09
2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,-2.777777777777777679e+00,-5.555555555555553582e-01,3.888888888888889284e+00,-6.851361569279348225e-09,-6.715677333479653546e-10,5.508226102583417103e-09,8.816615754962524078e-09,2.828537199778507680e-09,1.198865158880807224e-09,-2.415197425465605181e-09
2.000000000000000000e+00,4.000000000000000000e+00,9.000000000000000000e+00,-2.777777777777777679e+00,-5.555555555555553582e-01,5.000000000000000000e+00,-5.203850742714889037e-09,-6.504813428393611296e-10,3.902888057036166364e-09,6.537256589395274862e-09,1.419466039593013490e-09,6.333560948103345671e-10,-2.279359165567249215e-09
2.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,-2.777777777777777679e+00,5.555555555555553582e-01,-5.000000000000000000e+00,2.332241721490718030e-09,1.235541250612326695e-09,1.388407797339352557e-10,2.642951076267547365e-09,8.173782114215084478e-10,3.516116179852657208e-10,6.491917382469340062e-10
2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,-2.777777777777777679e+00,5.555555555555553582e-01,-3.888888888888888840e+00,2.719183588450909274e-09,1.714642819946853165e-09,7.101020514427966421e-10,3.292142814514481371e-09,1.227741906010426811e-09,6.250892822327555404e-10,7.851123872851560972e-10
2.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,-2.777777777777777679e+00,5.555555555555553582e-01,-2.777777777777777679e+00,2.847066739947188372e-09,2.405626121620291495e-09,1.964185503293394617e-09,4.213175850837859559e-09,1.804529359795352016e-09,1.133205903963255367e-09,1.315409049929464672e-09
2.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,-2.777777777777777679e+00,5.555555555555553582e-01,-1.666666666666666519e+00,2.025700563979029249e-09,3.266183752333212577e-09,4.506666940687395492e-09,5.922960914373410716e-09,2.649964844000005425e-09,1.795677386947640159e-09,2.636828564818639410e-09
2.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,-2.777777777777777679e+00,5.555555555555553582e-01,-5.555555555555553582e-01,-8.704331440424008307e-10,3.872983346195169186e-09,8.616399836432739203e-09,9.486832980475138380e-09,5.361006442862068640e-09,1.976145602047961770e-09,4.024224602106498773e-09
2.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,-2.777777777777777679e+00,5.555555555555553582e-01,5.555555555555553582e-01,-5.555555555534982311e-09,3.402069087186259014e-09,1.235969372990750034e-08,1.397141011858640909e-08,1.178837728741060778e-08,1.475955394765515182e-09,2.904737509646378544e-09
2.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,-2.777777777777777679e+00,5.555555555555553582e-01,1.666666666666666963e+00,-8.616399836432740858e-09,1.936491673097584593e-09,1.248938318262791004e-08,1.529630799976789547e-08,1.185059841086694541e-08,7.774430435945208510e-10,-5.407766191490926482e-10
2.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,-2.777777777777777679e+00,5.555555555555553582e-01,2.777777777777778567e+00,-8.426087443487250750e-09,6.532367504666420605e-10,9.732560944420534457e-09,1.288985688028822379e-08,6.734214438526417424e-09,3.087116659351129331e-10,-2.857196023802471180e-09
2.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+00,-2.777777777777777679e+00,5.555555555555553582e-01,3.888888888888889284e+00,-6.775437746533978434e-09,0.000000000000000000e+00,6.775437746533978434e-09,9.581915952162953107e-09,3.224133077829851732e-09,9.512237651553292885e-11,-2.991802097684188963e-09
2.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,-2.777777777777777679e+00,5.555555555555553582e-01,5.000000000000000000e+00,-5.119183588448990199e-09,-2.449489742781218068e-10,4.629285639892746792e-09,6.906252684919845865e-09,1.526365128556712098e-09,1.508911759130051974e-11,-2.675663267243107242e-09
2.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,-2.777777777777777679e+00,1.666666666666666963e+00,-5.000000000000000000e+00,2.474478537335456890e-09,1.451577043692199157e-09,4.286755500489413201e-10,2.900669349084408952e-09,7.919460555589725141e-10,1.350420354224076880e-10,8.510777708726442313e-10
2.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,-2.777777777777777679e+00,1.666666666666666963e+00,-3.888888888888888840e+00,2.940972260352932082e-09,2.036205750766955487e-09,1.131439241180978477e-09,3.751747119957053183e-09,1.228798258751721011e-09,2.320839879425791799e-10,1.063771166979754285e-09
2.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,-2.777777777777777679e+00,1.666666666666666963e+00,-2.777777777777777679e+00,3.229007876590640963e-09,2.889797287091403644e-09,2.550586697592166326e-09,5.028211683043917522e-09,1.964092933158106520e-09,3.735874980506431920e-10,1.680384241933720187e-09
2.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,-2.777777777777777679e+00,1.666666666666666963e+00,-1.666666666666666519e+00,2.767088777105808929e-09,3.984325453628744391e-09,5.201562130151679853e-09,7.112515603824493556e-09,3.328495861523644352e-09,3.785904299528611329e-10,2.679113767545378660e-09
2.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00,-2.777777777777777679e+00,1.666666666666666963e+00,-5.555555555555553582e-01,6.160284396368074000e-10,4.881553884686062416e-09,9.147079329735316192e-09,1.038643921813467484e-08,6.186603100031280945e-09,-3.087348857803983521e-10,3.294534426714782178e-09
2.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,-2.777777777777777679e+00,1.666666666666666963e+00,5.555555555555553582e-01,-3.162277660158380149e-09,4.663552761234763913e-09,1.248938318262790839e-08,1.370158445725405791e-08,9.928529656352775779e-09,-1.632322731334115734e-09,1.944684315464276046e-09
2.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,-2.777777777777777679e+00,1.666666666666666963e+00,1.666666666666666963e+00,-6.098052886490212173e-09,3.203033553154307420e-09,1.250411999279882619e-08,1.427580784906322693e-08,9.211781804934251430e-09,-2.188072118117306121e-09,-8.582548425286734111e-10
2.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,-2.777777777777777679e+00,1.666666666666666963e+00,2.777777777777778567e+00,-6.585106518704583490e-09,1.646276629676145873e-09,9.877659778056875235e-09,1.198507477219671109e-08,5.447884872810240656e-09,-1.702605241212109596e-09,-2.634473670534818499e-09
2.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,-2.777777777777777679e+00,1.666666666666666963e+00,3.888888888888889284e+00,-5.643910338383113023e-09,6.715677333479651478e-10,6.987045805079042491e-09,9.006860507993589935e-09,2.717811971233076519e-09,-1.049936119555583443e-09,-2.708819973809417594e-09
2.000000000000000000e+00,6.000000000000000000e+00,9.000000000000000000e+00,-2.777777777777777679e+00,1.666666666666666963e+00,5.000000000000000000e+00,-4.449557915260903110e-09,1.885732068634964818e-10,4.826704328987896073e-09,6.567434824577875902e-09,1.319370736617343064e-09,-6.082001836246843555e-10,-2.439425683415714034e-09
2.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,-2.777777777777777679e+00,2.777777777777778567e+00,-5.000000000000000000e+00,2.400759361139506158e-09,1.520553538064542680e-09,6.403477149895789945e-10,2.913035147112362741e-09,6.840731490514019578e-10,-8.920246460605997099e-11,8.432756432872769899e-10
2.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,-2.777777777777777679e+00,2.777777777777778567e+00,-3.888888888888888840e+00,2.816793045536673922e-09,2.084702925875512930e-09,1.352612806214352559e-09,3.756310790399639731e-09,1.036337366927069137e-09,-1.661898129736981756e-10,1.023657849913391601e-09
2.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000000e+00,-2.777777777777777679e+00,2.777777777777778567e+00,-2.777777777777777679e+00,3.076132243737178284e-09,2.858333300201315299e-09,2.640534356665452314e-09,4.960350846939145943e-09,1.603008501977144850e-09,-3.484413686351414331e-10,1.461915491939746625e-09
2.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000000e+00,-2.777777777777777679e+00,2.777777777777778567e+00,-1.666666666666666519e+00,2.781298313336256005e-09,3.771148662235328610e-09,4.760999011134402041e-09,6.680141774279132982e-09,2.520389365033407533e-09,-8.223126307492826956e-10,1.954506180987597866e-09
2.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,-2.777777777777777679e+00,2.777777777777778567e+00,-5.555555555555553582e-01,1.383544388552903844e-09,4.461577671328590591e-09,7.539610954104277544e-09,8.869363208914341675e-09,3.878558679746429239e-09,-1.849114168884614983e-09,2.013311440819522319e-09
2.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,-2.777777777777777679e+00,2.777777777777778567e+00,5.555555555555553582e-01,-1.066731146584703652e-09,4.332914898917916230e-09,9.732560944420534457e-09,1.070676465591817762e-08,5.046299089172394750e-09,-3.063207383985037856e-09,1.025400277309470776e-09
2.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,-2.777777777777777679e+00,2.777777777777778567e+00,1.666666666666666963e+00,-3.292553259352291745e-09,3.292553259352291745e-09,9.877659778056875235e-09,1.092016376353328323e-08,4.662091585859300351e-09,-3.310670736768643021e-09,-6.110591290270865096e-10
2.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,-2.777777777777777679e+00,2.777777777777778567e+00,2.777777777777778567e+00,-4.207978460606767529e-09,2.023829468749572933e-09,8.255637398105913395e-09,9.484646397864004600e-09,3.125778020672625435e-09,-2.537388604925622765e-09,-1.719060025240748502e-09
2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,-2.777777777777777679e+00,2.777777777777778567e+00,3.888888888888889284e+00,-4.045226408989014098e-09,1.077993637019767100e-09,6.201213683028549125e-09,7.482043713051786222e-09,1.759705228965037372e-09,-1.620351969725997229e-09,-1.897397040096763723e-09
2.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,-2.777777777777777679e+00,2.777777777777778567e+00,5.000000000000000000e+00,-3.457121797870925513e-09,5.162242150236132783e-10,4.489570227918152483e-09,5.689852317670477154e-09,9.296061290699284437e-10,-9.725446751940183924e-10,-1.792191395381309068e-09
2.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,-2.777777777777777679e+00,3.888888888888889284e+00,-5.000000000000000000e+00,2.171765603596987533e-09,1.460456960465350144e-09,7.491483173337126511e-10,2.722264419872289010e-09,5.351917900816065388e-10,-2.470017348881555135e-10,6.971030741373678221e-10
2.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,-2.777777777777777679e+00,3.888888888888889284e+00,-3.888888888888888840e+00,2.471082501224653389e-09,1.922732265785457722e-09,1.374382030346261847e-09,3.419367494009656832e-09,7.640948765317564093e-10,-4.107162260876366682e-10,8.045322629506728230e-10
2.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00,-2.777777777777777679e+00,3.888888888888889284e+00,-2.777777777777777679e+00,2.618914004392754264e-09,2.498769085877171690e-09,2.378624167361589116e-09,4.331328945773634656e-09,1.086439818751123381e-09,-7.053803709094132142e-10,1.024261424158135667e-09
2.000000000000000000e+00,8.000000000000000000e+00,3.000000000000000000e+00,-2.777777777777777679e+00,3.888888888888889284e+00,-1.666666666666666519e+00,2.373786217575397185e-09,3.100606841514274149e-09,3.827427465453150700e-09,5.467890342325928165e-09,1.507451161802258635e-09,-1.225648087552465390e-09,1.178440967295905110e-09
2.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00,-2.777777777777777679e+00,3.888888888888889284e+00,-5.555555555555553582e-01,1.478819702495625802e-09,3.493522902539521659e-09,5.508226102583417103e-09,6.688210880365444876e-09,1.960802451665504637e-09,-2.000803283063642989e-09,1.053639673479027018e-09
2.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00,-2.777777777777777679e+00,3.888888888888889284e+00,5.555555555555553582e-01,0.000000000000000000e+00,3.387718873266988803e-09,6.775437746533977607e-09,7.575169689283982201e-09,2.222484014957216315e-09,-2.711710790484000685e-09,4.831277475802480079e-10
2.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,-2.777777777777777679e+00,3.888888888888889284e+00,1.666666666666666963e+00,-1.478819702495625802e-09,2.754113051291708551e-09,6.987045805079043318e-09,7.654466375525940892e-09,2.038578463764424905e-09,-2.806047387779601562e-09,-3.324360634692583207e-10
2.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,-2.777777777777777679e+00,3.888888888888889284e+00,2.777777777777778567e+00,-2.373786217575397185e-09,1.913713732726575350e-09,6.201213683028548298e-09,6.910297562345465559e-09,1.507064589895939376e-09,-2.275495050735234860e-09,-9.441549034921727078e-10
2.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,-2.777777777777777679e+00,3.888888888888889284e+00,3.888888888888889284e+00,-2.618914004392754264e-09,1.189312083680794558e-09,4.997538171754343380e-09,5.766156568541595477e-09,9.556185488501180402e-10,-1.584031562977149872e-09,-1.143976044077813221e-09
2.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,-2.777777777777777679e+00,3.888888888888889284e+00,5.000000000000000000e+00,-2.471082501224653389e-09,6.871910151731309235e-10,3.845464531570915443e-09,4.622345474189839117e-09,5.568999060534044813e-10,-1.029439923291453576e-09,-1.143811094351756360e-09
2.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,-2.777777777777777679e+00,5.000000000000000000e+00,-5.000000000000000000e+00,1.873472163805657252e-09,1.322073197015571798e-09,7.706742302254862413e-10,2.419031677336051714e-09,3.898955669881646472e-10,-3.032327425362372956e-10,5.158466608883146804e-10
2.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,-2.777777777777777679e+00,5.000000000000000000e+00,-3.888888888888888840e+00,2.056533991756068376e-09,1.663840366257562052e-09,1.271146740759055935e-09,2.934878338224366394e-09,5.178657865582092668e-10,-4.844891557852904373e-10,5.652792138921339005e-10
2.000000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+00,-2.777777777777777679e+00,5.000000000000000000e+00,-2.777777777777777679e+00,2.105515677598522806e-09,2.048834166625474104e-09,1.992152655652425815e-09,3.549590105120319515e-09,6.708024024760594289e-10,-7.817388406533151407e-10,6.469836304749179033e-10
2.000000000000000000e+00,9.000000000000000000e+00,3.000000000000000000e+00,-2.777777777777777679e+00,5.000000000000000000e+00,-1.666666666666666519e+00,1.888643087019025655e-09,2.404867302042639140e-09,2.921091517066252625e-09,4.228845599174202201e-09,8.288327625409319703e-10,-1.239044743151725964e-09,6.590832688333680914e-10
2.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00,-2.777777777777777679e+00,5.000000000000000000e+00,-5.555555555555553582e-01,1.300962685678722259e-09,2.601925371357444519e-09,3.902888057036166364e-09,4.867756642787055698e-09,9.498126263129536564e-10,-1.820454237578389179e-09,5.272487378879870241e-10
2.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,-2.777777777777777679e+00,5.000000000000000000e+00,5.555555555555553582e-01,3.999999999996801542e-10,2.514642819946213473e-09,4.629285639892746792e-09,5.283343074950176249e-09,9.768187901535149306e-10,-2.291826614333805952e-09,2.201561725935122024e-10
2.000000000000000000e+00,9.000000000000000000e+00,6.000000000000000000e+00,-2.777777777777777679e+00,5.000000000000000000e+00,1.666666666666666963e+00,-5.466698582247369524e-10,2.140017235381579664e-09,4.826704328987896073e-09,5.308068987974080102e-09,8.757448513669296236e-10,-2.346397387551860790e-09,-1.748433892783206841e-10
2.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,-2.777777777777777679e+00,5.000000000000000000e+00,2.777777777777778567e+00,-1.248314334684773856e-09,1.620627946616689210e-09,4.489570227918152483e-09,4.933656296393534881e-09,6.800105089479317358e-10,-1.976641265951930678e-09,-4.970442004382968127e-10
2.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,-2.777777777777777679e+00,5.000000000000000000e+00,3.888888888888889284e+00,-1.601108074238457071e-09,1.122178228666229289e-09,3.845464531570915443e-09,4.313980587097486477e-09,4.676223589484444251e-10,-1.452175981444109000e-09,-6.513419126529824389e-10
2.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,-2.777777777777777679e+00,5.000000000000000000e+00,5.000000000000000000e+00,-1.675622377393759551e-09,7.308012739701051220e-10,3.137224925333969588e-09,3.630972471087570003e-09,2.948070105066153033e-10,-9.913730031022691139e-10,-6.830081160099164739e-10
3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.666666666666666519e+00,-5.000000000000000000e+00,-5.000000000000000000e+00,6.611919650470428312e-10,-1.606854093084957903e-10,-9.825627836640345152e-10,1.195167034037094399e-09,4.326886519378236813e-10,3.071338058740820080e-10,2.872470815918810013e-11
3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.666666666666666519e+00,-5.000000000000000000e+00,-3.888888888888888840e+00,4.634389968671142235e-10,-3.126565592581600902e-10,-1.088752115383434404e-09,1.223891742196282499e-09,5.648730154687397033e-10,3.051417615852525860e-10,3.360535116630503591e-11
3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-1.666666666666666519e+00,-5.000000000000000000e+00,-2.777777777777777679e+00,7.438049137260176050e-11,-5.336230958246493344e-10,-1.141626683021900481e-09,1.262377736369704470e-09,6.731735854223482961e-10,1.960046328926231943e-10,1.235715125091861350e-10
3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-1.666666666666666519e+00,-5.000000000000000000e+00,-1.666666666666666519e+00,-5.541526155564400145e-10,-8.209007546466124996e-10,-1.087648893736784985e-09,1.471034767214654769e-09,6.613720438844457929e-10,9.818275057843893815e-11,3.663190220614380118e-10
3.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,-1.666666666666666519e+00,-5.000000000000000000e+00,-5.555555555555553582e-01,-1.384676175574873817e-09,-1.133403770562006233e-09,-8.821313655491385463e-10,1.995015780492580494e-09,5.805996947788919617e-10,4.548747704167841048e-10,6.096840957010171130e-10
3.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,-1.666666666666666519e+00,-5.000000000000000000e+00,5.555555555555553582e-01,-2.241150633169881812e-09,-1.388590456987277350e-09,-5.360302808046729920e-10,2.690402958616688995e-09,5.257265285231763982e-10,1.125723206845866590e-09,6.269033003827788559e-10
3.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,-1.666666666666666519e+00,-5.000000000000000000e+00,1.666666666666666963e+00,-2.875388160573827192e-09,-1.506081766811744474e-09,-1.367753730496619622e-10,3.248822381258138206e-09,4.817927554730575792e-10,1.589520103541410567e-09,3.899765112044542733e-10
3.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,-1.666666666666666519e+00,-5.000000000000000000e+00,2.777777777777778567e+00,-3.138403722895810293e-09,-1.466963531481454914e-09,2.044766599329002578e-10,3.470355981025597541e-09,4.096720111801470094e-10,1.607625904380928121e-09,5.628891935358292480e-11
3.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,-1.666666666666666519e+00,-5.000000000000000000e+00,3.888888888888889284e+00,-3.062669827990637671e-09,-1.317885675665459102e-09,4.268984766597194675e-10,3.361400219965304056e-09,3.130857578586921627e-10,1.324422370027763773e-09,-2.111850573175586239e-10
3.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,-1.666666666666666519e+00,-5.000000000000000000e+00,5.000000000000000000e+00,-2.782324306866128159e-09,-1.124097385191470712e-09,5.341295364831868388e-10,3.047985866390480293e-09,2.181887257060030526e-10,9.718712154144807763e-10,-3.134143535748237622e-10
3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.666666666666666519e+00,-3.888888888888888840e+00,-5.000000000000000000e+00,1.034794074833699223e-09,-2.697902027486761641e-11,-1.088752115383434404e-09,1.502300839911176407e-09,5.664107840035563069e-10,3.690444410197900611e-10,2.673266387035867820e-11
3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.666666666666666519e+00,-3.888888888888888840e+00,-3.888888888888888840e+00,8.791571692432764600e-10,-1.794572056963084408e-10,-1.238071580635893290e-09,1.529033503781535085e-09,7.967277037343514284e-10,4.022624204360895575e-10,-2.195923532442437092e-11
3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,-1.666666666666666519e+00,-3.888888888888888840e+00,-2.777777777777777679e+00,4.317318092750938752e-10,-4.442689134777644714e-10,-1.320269636230622818e-09,1.458382369262327665e-09,1.068631982097290170e-09,2.751588512298832104e-10,2.009200700577931103e-11
3.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,-1.666666666666666519e+00,-3.888888888888888840e+00,-1.666666666666666519e+00,-4.682184820654128248e-10,-8.505172717989917015e-10,-1.232816061532570578e-09,1.569217517793093707e-09,1.077041286507314642e-09,-5.867554733493726199e-11,4.957540908235184671e-10
3.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,-1.666666666666666519e+00,-3.888888888888888840e+00,-5.555555555555553582e-01,-1.844725851405477901e-09,-1.357300955780011332e-09,-8.698760601545447637e-10,2.449890550909364599e-09,9.118615449945537900e-10,4.308358097946795872e-10,1.123454323834730836e-09
3.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,-1.666666666666666519e+00,-3.888888888888888840e+00,5.555555555555553582e-01,-3.354101966245934794e-09,-1.802687185629337082e-09,-2.512724050127391638e-10,3.816126165462555585e-09,9.060358778559153398e-10,1.579234606008072889e-09,1.194225966945092087e-09
3.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,-1.666666666666666519e+00,-3.888888888888888840e+00,1.666666666666666963e+00,-4.390071012473542247e-09,-1.993637246047027626e-09,4.027965203794869957e-10,4.838342484799548773e-09,9.139703032021766150e-10,2.279708331645256018e-09,6.309278599719850388e-10
3.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,-1.666666666666666519e+00,-3.888888888888888840e+00,2.777777777777778567e+00,-4.634885148728536971e-09,-1.892183938464772790e-09,8.505172717989915981e-10,5.077981885406525663e-09,7.763013081418236859e-10,2.164208046059030438e-09,-7.625994740324047249e-11
3.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,-1.666666666666666519e+00,-3.888888888888888840e+00,3.888888888888889284e+00,-4.273704323280605391e-09,-1.620627946616689210e-09,1.032448430047226763e-09,4.685822589993067828e-09,5.544337617416138042e-10,1.640136882457093938e-09,-5.290624018007822965e-10
3.000000000000000000e+00,1.000000000000000000e+00,9.000000000000000000e+00,-1.666666666666666519e+00,-3.888888888888888840e+00,5.000000000000000000e+00,-3.656934947019769615e-09,-1.313480234762069985e-09,1.029974477495629645e-09,4.019857081804961070e-09,3.530220189143246083e-10,1.116087612083044602e-09,-6.659655081881067587e-10
3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-1.666666666666666519e+00,-2.777777777777777679e+00,-5.000000000000000000e+00,1.546962407820067636e-09,2.026678623990836811e-10,-1.141626683021900274e-09,1.933255916076674521e-09,7.179186876944297684e-10,4.949079263153610624e-10,9.516066699178709309e-11
3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-1.666666666666666519e+00,-2.777777777777777679e+00,-3.888888888888888840e+00,1.536135540868169911e-09,1.079329523187734688e-10,-1.320269636230622818e-09,2.028416583068461614e-09,1.073431891414416009e-09,6.478514780918177501e-10,-6.028023862360181480e-11
3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,-1.666666666666666519e+00,-2.777777777777777679e+00,-2.777777777777777679e+00,1.137943913233506656e-09,-1.333740695450274869e-10,-1.404692052323561578e-09,1.812695438829470891e-09,1.591697175028385244e-09,6.390497988034944306e-10,-3.373664552618406846e-10
3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.666666666666666519e+00,-2.777777777777777679e+00,-1.666666666666666519e+00,-7.206198120476750812e-11,-6.331803120814448271e-10,-1.194298642958121991e-09,1.353683672544780245e-09,1.733793943812840066e-09,-1.652139275028917842e-10,5.219959806262343887e-10
